Athlete Name,Athlete Position,Athlete Groups,Start Date,Session Type,Segment Name,Duration (mins),Session Load,Distance (m),Metres per Minute (m),High Intensity Running (m),No. of High Intensity Events,Sprint Distance (m),No. of Sprints,Top Speed (m/s),Percentage of Max Speed,Avg Speed (m/s),Accelerations,Decelerations
Téva Lossec,Left Back,"Defense, UNCG",2026-03-04,Training Session,Whole Session,135.0,718.0,5152.0,38.0,135.0,13.0,50.0,3.0,8.2,91.6,0.6,43.0,18.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-04,Training Session,Whole Session,135.0,801.0,6712.0,50.0,160.0,14.0,0.0,0.0,6.8,84.0,0.8,93.0,57.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-04,Training Session,Whole Session,135.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0,0.1,1.7,0.0,0.0,0.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-04,Training Session,Whole Session,135.0,1078.0,7721.0,57.0,287.0,18.0,39.0,4.0,7.5,90.6,1.0,132.0,58.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-04,Training Session,Whole Session,135.0,840.0,6167.0,46.0,118.0,14.0,76.0,6.0,7.9,95.1,0.8,91.0,50.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-04,Training Session,Whole Session,135.0,756.0,6427.0,48.0,147.0,10.0,0.0,0.0,6.6,82.9,0.8,85.0,33.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-04,Training Session,Whole Session,135.0,897.0,6233.0,46.0,28.0,2.0,0.0,0.0,6.3,78.1,0.8,86.0,36.0
Steven Hernandez,Left Winger,UNCG,2026-03-04,Training Session,Whole Session,135.0,646.0,4879.0,36.0,136.0,12.0,29.0,2.0,7.8,85.3,0.6,61.0,34.0
Bendix Bennetzen,Centre Midfielder,,2026-03-04,Training Session,Whole Session,135.0,743.0,5393.0,40.0,49.0,4.0,0.0,0.0,6.2,84.6,0.7,86.0,31.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-04,Training Session,Whole Session,135.0,918.0,7288.0,54.0,15.0,2.0,0.0,0.0,5.8,73.8,0.9,109.0,61.0
Sho Haggerty,Right Back,,2026-03-04,Training Session,Whole Session,135.0,681.0,5370.0,40.0,91.0,9.0,4.0,1.0,7.0,92.4,0.7,52.0,19.0
Caleb Borneo,,,2026-03-04,Training Session,Whole Session,135.0,1039.0,6249.0,46.0,224.0,24.0,19.0,3.0,7.2,91.5,0.8,125.0,60.0
Jack Shannon,,,2026-03-04,Training Session,Whole Session,135.0,1022.0,7204.0,53.0,241.0,18.0,24.0,2.0,7.3,91.2,0.9,99.0,64.0
Ben,Centre Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,198.0,2123.0,16.0,0.0,0.0,0.0,0.0,4.1,51.0,0.3,11.0,2.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,449.0,4270.0,32.0,9.0,2.0,0.0,0.0,5.8,66.8,0.5,34.0,19.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,533.0,4220.0,31.0,7.0,1.0,0.0,0.0,5.7,63.9,0.5,49.0,33.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,535.0,4757.0,35.0,72.0,9.0,51.0,2.0,8.2,101.3,0.6,31.0,39.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,710.0,5245.0,39.0,104.0,15.0,37.0,2.0,7.8,87.3,0.6,58.0,39.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-05,Training Session,Whole Session,135.0,566.0,4671.0,35.0,81.0,9.0,40.0,3.0,7.9,92.6,0.6,46.0,33.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-05,Training Session,Whole Session,135.0,697.0,5203.0,39.0,73.0,9.0,0.0,0.0,6.1,74.4,0.6,75.0,49.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-05,Training Session,Whole Session,135.0,611.0,4583.0,34.0,65.0,6.0,0.0,0.0,6.6,79.3,0.6,34.0,28.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-05,Training Session,Whole Session,135.0,744.0,5591.0,41.0,96.0,13.0,0.0,0.0,6.4,80.3,0.7,58.0,41.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-05,Training Session,Whole Session,135.0,787.0,5618.0,42.0,26.0,4.0,0.0,0.0,6.6,81.4,0.7,61.0,25.0
Steven Hernandez,Left Winger,UNCG,2026-03-05,Training Session,Whole Session,135.0,792.0,6001.0,44.0,159.0,17.0,13.0,1.0,7.6,83.0,0.7,82.0,59.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-05,Training Session,Whole Session,135.0,723.0,5937.0,44.0,24.0,4.0,0.0,0.0,6.5,83.3,0.7,66.0,47.0
Bendix Bennetzen,Centre Midfielder,,2026-03-05,Training Session,Whole Session,135.0,629.0,4809.0,36.0,12.0,2.0,0.0,0.0,6.1,83.4,0.6,42.0,29.0
Sho Haggerty,Right Back,,2026-03-05,Training Session,Whole Session,135.0,654.0,5067.0,38.0,68.0,11.0,27.0,3.0,7.5,99.6,0.6,35.0,30.0
Caleb Borneo,,,2026-03-05,Training Session,Whole Session,135.0,941.0,5693.0,42.0,140.0,21.0,17.0,2.0,7.8,99.2,0.7,94.0,70.0
Jack Shannon,,,2026-03-05,Training Session,Whole Session,135.0,890.0,6011.0,45.0,138.0,14.0,13.0,1.0,7.5,94.2,0.7,61.0,64.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,1271.0,8088.0,90.0,216.0,29.0,73.0,6.0,8.3,92.9,1.5,66.0,50.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,497.0,3618.0,40.0,81.0,10.0,22.0,2.0,7.3,85.0,0.7,23.0,18.0
Ben,Centre Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,611.0,4463.0,50.0,129.0,10.0,0.0,0.0,7.0,86.7,0.8,28.0,29.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,1321.0,8831.0,98.0,348.0,35.0,75.0,7.0,8.1,99.1,1.6,64.0,79.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,256.0,1638.0,18.0,33.0,4.0,9.0,1.0,7.4,83.0,0.3,9.0,11.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-06,Match Session,Whole Session,90.0,1227.0,8367.0,93.0,313.0,32.0,122.0,10.0,7.9,92.2,1.5,76.0,76.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-06,Match Session,Whole Session,90.0,1506.0,9225.0,103.0,506.0,43.0,164.0,12.0,8.1,98.3,1.7,68.0,59.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-06,Match Session,Whole Session,90.0,462.0,2854.0,32.0,130.0,10.0,22.0,1.0,8.1,97.0,0.5,22.0,28.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-06,Match Session,Whole Session,90.0,501.0,3122.0,35.0,129.0,15.0,22.0,2.0,7.5,94.4,0.6,29.0,26.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-06,Match Session,Whole Session,90.0,1240.0,6747.0,75.0,223.0,25.0,66.0,1.0,8.2,101.1,1.2,52.0,48.0
Steven Hernandez,Left Winger,UNCG,2026-03-06,Match Session,Whole Session,90.0,1309.0,8169.0,91.0,368.0,44.0,277.0,14.0,8.7,94.8,1.5,59.0,67.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-06,Match Session,Whole Session,90.0,1191.0,7354.0,82.0,237.0,23.0,72.0,4.0,8.3,106.1,1.4,57.0,49.0
Bendix Bennetzen,Centre Midfielder,,2026-03-06,Match Session,Whole Session,90.0,1003.0,5643.0,63.0,163.0,16.0,64.0,5.0,8.0,108.0,1.0,50.0,35.0
Sho Haggerty,Right Back,,2026-03-06,Match Session,Whole Session,90.0,240.0,1570.0,17.0,29.0,5.0,41.0,2.0,9.0,119.6,0.3,10.0,11.0
Jack Shannon,,,2026-03-06,Match Session,Whole Session,90.0,1214.0,7199.0,80.0,265.0,24.0,13.0,1.0,7.3,91.1,1.3,50.0,73.0
Caleb Borneo,,,2026-03-06,Match Session,Whole Session,90.0,1405.0,7302.0,81.0,332.0,29.0,77.0,4.0,8.2,105.3,1.4,64.0,52.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,380.0,3157.0,23.0,0.0,0.0,0.0,0.0,4.3,49.3,0.4,26.0,15.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,788.0,5361.0,40.0,68.0,10.0,10.0,1.0,7.4,82.9,0.7,73.0,40.0
Ben,Centre Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,26.0,385.0,3.0,0.0,0.0,0.0,0.0,1.8,22.0,0.0,0.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,774.0,5505.0,41.0,92.0,9.0,0.0,0.0,6.5,73.2,0.7,73.0,44.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,693.0,6182.0,46.0,77.0,8.0,0.0,0.0,6.7,81.2,0.8,83.0,58.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-16,Training Session,Whole Session,135.0,677.0,5381.0,40.0,70.0,8.0,9.0,1.0,7.0,82.1,0.7,74.0,52.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-16,Training Session,Whole Session,135.0,734.0,5802.0,43.0,51.0,9.0,0.0,0.0,6.1,73.8,0.7,83.0,48.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-16,Training Session,Whole Session,135.0,808.0,5852.0,43.0,67.0,8.0,0.0,0.0,6.5,78.1,0.7,75.0,74.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-16,Training Session,Whole Session,135.0,700.0,5461.0,40.0,10.0,2.0,0.0,0.0,5.8,72.2,0.7,86.0,55.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-16,Training Session,Whole Session,135.0,894.0,5785.0,43.0,56.0,9.0,0.0,0.0,6.2,75.5,0.7,98.0,76.0
Steven Hernandez,Left Winger,UNCG,2026-03-16,Training Session,Whole Session,135.0,668.0,4689.0,35.0,66.0,11.0,6.0,1.0,7.2,78.8,0.6,86.0,52.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-16,Training Session,Whole Session,135.0,876.0,6369.0,47.0,84.0,11.0,5.0,1.0,7.0,84.5,0.8,85.0,57.0
Bendix Bennetzen,Centre Midfielder,,2026-03-16,Training Session,Whole Session,135.0,1095.0,6265.0,46.0,68.0,10.0,0.0,0.0,6.9,86.3,0.8,66.0,87.0
Sho Haggerty,Right Back,,2026-03-16,Training Session,Whole Session,135.0,895.0,6194.0,46.0,44.0,7.0,21.0,2.0,7.3,80.9,0.8,91.0,71.0
Caleb Borneo,,,2026-03-16,Training Session,Whole Session,135.0,843.0,5484.0,41.0,62.0,8.0,22.0,1.0,8.0,97.0,0.7,101.0,69.0
Jack Shannon,,,2026-03-16,Training Session,Whole Session,135.0,876.0,6070.0,45.0,57.0,6.0,0.0,0.0,6.7,83.2,0.7,95.0,72.0
Ben,Centre Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,664.0,4975.0,37.0,87.0,8.0,0.0,0.0,6.6,74.4,0.6,88.0,46.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,605.0,4733.0,35.0,31.0,4.0,0.0,0.0,6.8,78.5,0.6,59.0,41.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,800.0,5253.0,39.0,145.0,13.0,29.0,2.0,7.7,85.6,0.6,70.0,53.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-17,Training Session,Whole Session,135.0,650.0,4862.0,36.0,49.0,7.0,16.0,1.0,7.5,88.5,0.6,76.0,49.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-17,Training Session,Whole Session,135.0,805.0,5778.0,43.0,51.0,6.0,0.0,0.0,6.2,75.6,0.7,79.0,53.0
